# Rate k, "Throughput: c"
0.1, 0.022481859656103952
0.30000000000000004, 0.02141495433539231
0.5, 0.020444723890368107
0.7, 0.019558597921200203
0.8999999999999999, 0.01874609482579539
1.0999999999999999, 0.01799840524042167
1.2999999999999998, 0.0173080713438444
1.4999999999999998, 0.016668737237597632
1.6999999999999997, 0.016074952678949442
1.8999999999999997, 0.01552201732023284
2.0999999999999996, 0.015005856025694023
2.3, 0.014522918264622353
2.5, 0.014070096325903263
2.7, 0.013644658370266299
2.9000000000000004, 0.013244193271866746
3.1000000000000005, 0.012866564896176528
3.3000000000000007, 0.012509873983010223
3.500000000000001, 0.012172426198672355
3.700000000000001, 0.011852705222959144
3.9000000000000012, 0.011549349968988407
4.100000000000001, 0.011261135213913066
4.300000000000002, 0.010986955059193369
4.500000000000002, 0.01072580874964213
4.700000000000002, 0.010476788467898901
4.900000000000002, 0.010239068790573656
5.100000000000002, 0.010011897547991607
5.3000000000000025, 0.009794587874281053
5.500000000000003, 0.009586511270790824
5.700000000000003, 0.00938709153528139
5.900000000000003, 0.009195799433389037
6.100000000000003, 0.009012148008594723
6.300000000000003, 0.008835688443183004
6.5000000000000036, 0.00866600639612202
6.700000000000004, 0.008502718754960496
6.900000000000004, 0.008345470748144249
7.100000000000004, 0.00819393337194078
7.300000000000004, 0.008047801092696275
7.500000000000004, 0.007906789790655153
7.700000000000005, 0.007770634916223993
7.900000000000005, 0.007639089833505532
8.100000000000005, 0.007511924329280521
8.300000000000004, 0.0073889232684742606
8.500000000000004, 0.007269885379588231
8.700000000000003, 0.007154622155672745
8.900000000000002, 0.007042956858217687
9.100000000000001, 0.0069347236128899795
9.3, 0.006829766587387097
9.5, 0.006727939242836604
9.7, 0.006629103651178724
9.899999999999999, 0.0065331298718451815
