# "Commit1", "Commit2", "Commit3", "Commit4", "Commit5", "Commit6", "NewHeight", "NilPrevote1", "NilPrevote2", "NilPrevote3", "NilPrevote4", "NilPrevote5", "NilPrevote6", "PreCommit1", "PreCommit2", "PreCommit3", "PreCommit4", "PreCommit5", "PreCommit6", "Prevote1", "Prevote2", "Prevote3", "Prevote4", "Prevote5", "Prevote6", "ProposeF1", "ProposeF2", "ProposeF3", "ProposeF4", "ProposeF5", "ProposeF6", "ProposeFF1", "ProposeFF2", "ProposeFF3", "ProposeFF4", "ProposeFF5", "ProposeFF6", "ProposeS1", "ProposeS2", "ProposeS3", "ProposeS4", "ProposeS5", "ProposeS6", "Round1", "Round2", "Round3", "Round4", "Round5", "Round6", "Unsuccess1", "Unsuccess2", "Unsuccess3", "Unsuccess4", "Unsuccess5", "Unsuccess6"
0.016256362408272447, 0.0105355673809241, 0.006828020929191556, 0.004425188328622191, 0.002867930831912754, 0.005281738745207945, 0.046194808624130994, 0.02047669089587946, 0.01327071525928291, 0.008600649424898618, 0.005574015347685637, 0.0036124768678850406, 0.00665293556837648, 0.016256524973522143, 0.010535672737651483, 0.0068280892100836595, 0.004425232580948001, 0.0028679595115078684, 0.005281791563123588, 0.025718280293501254, 0.01666773095657566, 0.010802229410035849, 0.007000842558057269, 0.004537192709235674, 0.008355942988646715, 0.024360581758889385, 0.015787821661054982, 0.010231966901299624, 0.006631259772052363, 0.004297668922175138, 0.007914822842916835, 0.016593021260553457, 0.010753752232707822, 0.006969424868870137, 0.004516831144304204, 0.00292732384235658, 0.0053911201713445385, 0.1398576178909492, 0.09064016414126115, 0.058743199621357746, 0.03807101999922163, 0.02467353792649323, 0.0454401409537487, 0.04619497118938073, 0.02993844621585857, 0.019402878834934478, 0.012574857905742901, 0.00814966957712072, 0.0150088785570232, 0.029938446215858533, 0.01940277347820708, 0.012574789624850804, 0.008149625324794909, 0.005281710065612846, 0.009727086993899606
