# Rate g, "Throughput: c"
0.01, 0.02360846912845002
0.11, 0.022945167840614514
0.21000000000000002, 0.022318452769558943
0.31000000000000005, 0.021725365115322165
0.41000000000000003, 0.021163261925552217
0.51, 0.020629772626285767
0.61, 0.020122763754606747
0.71, 0.01964030952665298
0.8099999999999999, 0.019180666904145487
0.9099999999999999, 0.01874225427530351
