0.1,0.035373467680972104
0.2,0.035373467680972104
0.3,0.034263730157899276
0.4,0.032572880241146
0.5,0.030296287277049087
0.6,0.02785737048788688
0.7,0.025497765695699462
0.8,0.023327395010363183
0.9,0.021377666577305082
1.0,0.01963963034205628
1.5,0.011426960551788462
2.5,0.007220231270236964
3.5,0.00522994629763398
4.5,0.004089859422086096
5.5,0.0033514935924188914
6.5,0.0028392847903594204
7.5,0.0024608526053376675
8.5,0.0021721524873273544
9.5,0.0019429184529610908
10.5,0.0019429184529610908
